 종로구 ,106
 중  구 ,72
 용산구 ,107
 성동구 ,100
 광진구 ,68
 동대문 ,92
 중랑구 ,113
 성북구 ,122
 강북구 ,87
 도봉구 ,80
 노원구 ,187
 은평구 ,136
 서대문 ,123
 마포구 ,144
 양천구 ,123
 강서구 ,173
 구로구 ,114
 금천구 ,55
 영등포 ,108
 동작구 ,86
 관악구 ,135
 서초구 ,179
 강남구 ,165
 송파구 ,174
 강동구 ,129
